goods_no,카테고리,brand,name,주요사양,sale_price,구성품수,성분수,커버리지%,효능태그,고시기능성성분,표기함량,향료,알레르기유발착향,공인근거비율%,보습,유연,밀폐보습,장벽강화,진정,항산화,미백,주름개선,피지조절,피지흡착,여드름,각질제거,자외선차단,재생,탄력,코메도점수,코메도성분,에센셜오일,무향판정
A000000219494,선크림,토리든,[톤업선크림/겉보속촉] 토리든 다이브인 퍼플 톤 업 선크림 60ml 증량 기획 (+20ml),모든 피부 타입,17500,1,54,100,유연|자외선차단|보습|미백|피지흡착|밀폐보습|장벽강화|주름개선|항산화|진정,"미백:나이아신아마이드, 자외선차단:디에칠아미노하이드록시벤조일헥실벤조에이트, 자외선차단:메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀, 자외선차단:에칠헥실트리아존, 자외선차단:티타늄디옥사이드, 주름개선:아데노신",,N,0,93,14,7,2,5,1,2,2,1,0,3,0,0,11,0,0,0,,0,Y
A000000219495,선크림,토리든,[수분촉촉/화잘먹] 토리든 다이브인 워터리 핏 선세럼 50ml 증량 기획 (+20ml),모든 피부 타입,19900,1,46,100,유연|자외선차단|미백|밀폐보습|보습|장벽강화|주름개선|항산화,"미백:나이아신아마이드, 자외선차단:디에칠아미노하이드록시벤조일헥실벤조에이트, 자외선차단:비스-에칠헥실옥시페놀메톡시페닐트리아진, 자외선차단:에칠헥실트리아존, 자외선차단:테레프탈릴리덴디캠퍼설포닉애씨드, 주름개선:아데노신",,N,0,93,13,7,2,2,0,2,2,1,0,0,0,0,9,0,0,0,,0,Y
A000000219905,선크림,토리든,[NEW] 토리든 다이브인 모이스처 선크림 60ml,모든 피부 타입,25000,1,55,100,유연|자외선차단|미백|보습|장벽강화|주름개선|밀폐보습|항산화|피지흡착|진정|피지조절,"미백:나이아신아마이드, 자외선차단:디에칠아미노하이드록시벤조일헥실벤조에이트, 자외선차단:메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀, 자외선차단:에칠헥실트리아존, 주름개선:아데노신",판테놀 0.5025%,N,0,93,17,9,5,4,2,5,2,1,1,1,0,0,9,0,0,0,,0,Y
A000000221747,선크림,비욘드,비욘드 엔젤아쿠아 올케어 수분 선크림 더블기획 (50ml+50ml),모든피부용,15300,1,57,100,자외선차단|밀폐보습|장벽강화|유연|보습|미백|피지흡착|주름개선|진정|항산화|피지조절|각질제거,"미백:나이아신아마이드, 자외선차단:디에칠아미노하이드록시벤조일헥실벤조에이트, 자외선차단:비스-에칠헥실옥시페놀메톡시페닐트리아진, 자외선차단:에칠헥실메톡시신나메이트, 자외선차단:에칠헥실살리실레이트, 자외선차단:티타늄디옥사이드, 자외선차단:페닐벤즈이미다졸설포닉애씨드, 주름개선:아데노신",,N,4,95,10,5,2,6,4,6,2,1,1,1,0,1,14,0,0,0,,4,N
A000000222060,선크림,마몽드,[화잘먹 선세럼] 마몽드 플로라 글로우 로즈 틴티드 선세럼 35ml 기획 (+리퀴드 마스크 15ml),"건성, 모든 피부",22500,1,59,100,자외선차단|밀폐보습|유연|보습|장벽강화|미백|피지조절|피지흡착|주름개선|항산화,"미백:나이아신아마이드, 자외선차단:에칠헥실살리실레이트, 자외선차단:티타늄디옥사이드, 주름개선:아데노신",하이드롤라이즈드식물성단백질 0.01%; 다마스크장미꽃추출물 20ppm,Y,4,92,10,10,8,4,0,1,1,1,1,2,0,0,7,0,0,2,에틸헥실팔미테이트;아이소프로필미리스테이트,0,N
A000000222347,선크림,아넷사,[안티에이징] 아넷사 데이 세럼 N 30ml,모든피부용,37400,1,51,100,밀폐보습|장벽강화|자외선차단|유연|피지조절|보습|피지흡착|항산화|진정,"자외선차단:디에칠아미노하이드록시벤조일헥실벤조에이트, 자외선차단:비스-에칠헥실옥시페놀메톡시페닐트리아진, 자외선차단:에칠헥실메톡시신나메이트, 자외선차단:에칠헥실트리아존, 자외선차단:징크옥사이드, 자외선차단:티타늄디옥사이드",,Y,3,94,5,15,7,11,3,7,0,0,4,4,0,0,12,0,0,0,,0,N
A000000222727,선크림,라운드랩,[1+1] 라운드랩 동백 딥 콜라겐 탄력 선세럼 50ml+50ml 세트 기획,모든 피부용,33900,1,55,100,자외선차단|유연|미백|피지흡착|보습|밀폐보습|항산화|주름개선|진정|장벽강화,"미백:나이아신아마이드, 자외선차단:디에칠아미노하이드록시벤조일헥실벤조에이트, 자외선차단:비스-에칠헥실옥시페놀메톡시페닐트리아진, 자외선차단:에칠헥실트리아존, 자외선차단:테레프탈릴리덴디캠퍼설포닉애씨드, 자외선차단:폴리실리콘-15, 주름개선:아데노신",동백나무꽃추출물 0.101ppm; 하이드롤라이즈드콜라겐 0.02ppm; 수용성콜라겐 0.01ppm,N,0,93,8,13,2,1,1,3,2,2,0,1,0,0,9,0,0,0,,0,Y
A000000223292,선크림,니베아,[NEW] 니베아 선 울트라 센서티브 선 로션 200ml,햇빛 민감 피부용 대용량 더마 선 로션,23800,1,31,97,피지조절|자외선차단|유연|밀폐보습|보습|장벽강화|각질제거|피지흡착|항산화|진정,"자외선차단:디에칠아미노하이드록시벤조일헥실벤조에이트, 자외선차단:부틸메톡시디벤조일메탄, 자외선차단:비스-에칠헥실옥시페놀메톡시페닐트리아진, 자외선차단:에칠헥실트리아존, 자외선차단:페닐벤즈이미다졸설포닉애씨드",,N,0,90,2,9,3,1,2,3,0,0,3,1,0,1,13,0,0,2,아이소프로필팔미테이트,0,Y
A000000223802,선크림,쏘내추럴,[톤 맞춤 픽스 선크림] 쏘내추럴 올 데이 선 픽서 스킨 핏 베이지 SPF50+ PA++++ 50ml,모든 피부타입용,15680,1,51,100,유연|자외선차단|미백|피지조절|진정|항산화|장벽강화|밀폐보습|보습|주름개선,"미백:나이아신아마이드, 자외선차단:디에칠아미노하이드록시벤조일헥실벤조에이트, 자외선차단:메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀, 자외선차단:에칠헥실트리아존, 자외선차단:티타늄디옥사이드, 주름개선:아데노신",,Y,3,94,2,11,1,3,3,4,2,1,1,0,0,0,7,0,0,0,,0,N
A000000223805,선크림,SNP,[20ml 추가증정] SNP 선크림 2종 50ml+20ml(PDRN 선세럼/글루타치온 선크림),모든피부,20250,1,61,98,유연|자외선차단|미백|피지흡착|보습|장벽강화|밀폐보습|주름개선|진정|항산화,"미백:나이아신아마이드, 자외선차단:디에칠아미노하이드록시벤조일헥실벤조에이트, 자외선차단:비스-에칠헥실옥시페놀메톡시페닐트리아진, 자외선차단:에칠헥실트리아존, 자외선차단:테레프탈릴리덴디캠퍼설포닉애씨드, 주름개선:아데노신",,N,0,89,16,9,3,5,4,5,2,1,0,2,0,0,10,0,0,1,코코넛야자오일,0,Y
A000000223806,선크림,SNP,[파데프리]SNP 글루타치온 나이아신아마이드 UV 필터 토닝 선크림 50ml (+20ml),모든피부,20250,1,65,100,장벽강화|자외선차단|유연|밀폐보습|미백|보습|피지흡착|주름개선|진정|항산화|탄력|재생,"미백:나이아신아마이드, 자외선차단:징크옥사이드, 자외선차단:티타늄디옥사이드, 주름개선:아데노신",,N,0,92,5,14,8,5,3,7,1,9,0,2,0,0,5,8,8,2,아이소프로필미리스테이트;코코넛야자오일,0,Y
A000000224036,선크림,더샘,[모공밀착 보정]더샘 유브이 퍼펙션 포어리스 톤업 선 크림 50ml 1+1 기획,모든피부용,21000,1,52,100,장벽강화|자외선차단|밀폐보습|유연|미백|보습|진정|항산화|주름개선|피지흡착|피지조절,"미백:나이아신아마이드, 자외선차단:징크옥사이드, 자외선차단:티타늄디옥사이드, 주름개선:아데노신",,Y,0,88,7,13,6,9,3,6,3,1,1,1,0,0,4,0,0,0,,0,N
A000000224142,선크림,차앤박,[밀착장벽SUN] 차앤박 애프터레이 배리어 리페어링 선 50ml 더블기획,모든피부용,22500,1,46,100,자외선차단|유연|보습|장벽강화|밀폐보습|피지흡착|주름개선|항산화,"자외선차단:디에칠아미노하이드록시벤조일헥실벤조에이트, 자외선차단:비스-에칠헥실옥시페놀메톡시페닐트리아진, 자외선차단:에칠헥실살리실레이트, 자외선차단:테레프탈릴리덴디캠퍼설포닉애씨드, 자외선차단:티타늄디옥사이드, 자외선차단:페닐벤즈이미다졸설포닉애씨드, 주름개선:아데노신",,Y,3,93,7,5,2,4,0,3,0,1,0,1,0,0,12,0,0,0,,0,N
A000000224158,선크림,아도르,아도르 타마누 에어리 선스크린 SPF50+ PA++++ 50ml,모든 피부 타입,24000,1,54,100,유연|자외선차단|미백|밀폐보습|진정|항산화|보습|피지조절|장벽강화|주름개선|피지흡착,"미백:나이아신아마이드, 자외선차단:디에칠아미노하이드록시벤조일헥실벤조에이트, 자외선차단:비스-에칠헥실옥시페놀메톡시페닐트리아진, 자외선차단:에칠헥실트리아존, 자외선차단:테레프탈릴리덴디캠퍼설포닉애씨드, 주름개선:아데노신",호동씨오일 0.01%,Y,0,93,5,13,7,2,3,7,2,1,1,1,0,0,10,0,0,1,시어버터,0,N
A000000224163,선크림,싸이닉,싸이닉 UV 엑스퍼트 톤업 선 에센스 50ml,모든피부,8900,1,63,100,유연|자외선차단|미백|피지조절|항산화|진정|장벽강화|보습|밀폐보습|주름개선|탄력|재생,"미백:나이아신아마이드, 자외선차단:디에칠아미노하이드록시벤조일헥실벤조에이트, 자외선차단:메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀, 자외선차단:비스-에칠헥실옥시페놀메톡시페닐트리아진, 자외선차단:에칠헥실트리아존, 자외선차단:티타늄디옥사이드, 자외선차단:폴리실리콘-15, 주름개선:아데노신",,Y,4,94,8,17,2,5,5,6,1,2,4,0,0,0,11,1,1,0,,0,N
A000000224171,선크림,싸이닉,싸이닉 UV 엑스퍼트 리페어 선 에센스SPF50+PA++++ 50ml,모든피부,8900,1,36,97,유연|자외선차단|미백|밀폐보습|보습|장벽강화|각질제거|피지흡착|진정|항산화|주름개선,"미백:나이아신아마이드, 자외선차단:디에칠아미노하이드록시벤조일헥실벤조에이트, 자외선차단:비스-에칠헥실옥시페놀메톡시페닐트리아진, 자외선차단:에칠헥실트리아존, 자외선차단:테레프탈릴리덴디캠퍼설포닉애씨드, 주름개선:아데노신",,Y,0,92,5,8,3,2,1,4,2,1,0,1,0,1,10,0,0,0,,0,N
A000000224418,선크림,바이오힐보,[탄탄선세럼] 바이오힐보 프로바이오덤 3D 리프팅 캡슐 선세럼 50mL,모든 피부용,36000,1,58,100,유연|자외선차단|보습|장벽강화|미백|진정|항산화|주름개선|각질제거|피지흡착|탄력|재생,"미백:나이아신아마이드, 자외선차단:비스-에칠헥실옥시페놀메톡시페닐트리아진, 자외선차단:에칠헥실트리아존, 자외선차단:옥토크릴렌, 자외선차단:테레프탈릴리덴디캠퍼설포닉애씨드, 주름개선:아데노신",,Y,0,86,13,9,0,9,4,4,3,2,0,1,0,1,8,1,1,0,,0,N
A000000224531,선크림,메디큐브,[수분진정/피지케어] 메디큐브 제로 모공 수분 선세럼 50ml,모든 피부용,15900,1,56,100,유연|자외선차단|미백|밀폐보습|보습|주름개선|진정|항산화|장벽강화|피지조절,"미백:나이아신아마이드, 자외선차단:디에칠아미노하이드록시벤조일헥실벤조에이트, 자외선차단:메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀, 자외선차단:비스-에칠헥실옥시페놀메톡시페닐트리아진, 자외선차단:에칠헥실트리아존, 주름개선:아데노신",,N,0,96,10,8,4,2,6,7,2,1,1,0,0,0,7,0,0,0,,1,N
A000000224734,선크림,웰라쥬,[화잘먹] 웰라쥬 리얼 히알루로닉 블루 선크림 50ml,모든 피부타입,16630,1,68,100,유연|피지조절|자외선차단|진정|항산화|장벽강화|밀폐보습|보습|피지흡착|주름개선,"자외선차단:비스-에칠헥실옥시페놀메톡시페닐트리아진, 자외선차단:에칠헥실트리아존, 자외선차단:옥토크릴렌, 자외선차단:테레프탈릴리덴디캠퍼설포닉애씨드, 주름개선:아데노신",,N,0,91,13,9,5,5,9,10,0,1,3,1,0,0,9,0,0,1,아이소프로필미리스테이트,2,N
A000000224857,선크림,비레디,[강력 방수 선크림] 비레디 스웻프루프 선크림,모든피부,21800,1,79,97,유연|자외선차단|피지조절|미백|피지흡착|장벽강화|보습|주름개선|밀폐보습|항산화|각질제거,"미백:나이아신아마이드, 자외선차단:디에칠아미노하이드록시벤조일헥실벤조에이트, 자외선차단:비스-에칠헥실옥시페놀메톡시페닐트리아진, 자외선차단:에칠헥실트리아존, 자외선차단:티타늄디옥사이드, 자외선차단:폴리실리콘-15, 주름개선:아데노신",,Y,0,90,18,10,2,8,0,3,2,1,3,1,0,1,11,0,0,0,,0,N
A000000225192,선크림,비긴스 바이 정샘물,[수분광선크림] 비긴스 바이 정샘물 블루 캐모마일 히알루론산 수분 선 크림 50ml,모든피부용,16940,1,37,100,유연|자외선차단|미백|밀폐보습|보습|장벽강화|항산화|주름개선,"미백:나이아신아마이드, 자외선차단:디에칠아미노하이드록시벤조일헥실벤조에이트, 자외선차단:메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀, 자외선차단:에칠헥실트리아존, 주름개선:아데노신",,Y,0,95,5,6,4,2,0,1,2,1,0,0,0,0,6,0,0,0,,0,N
A000000225891,선크림,제로시피,제로시피 나노센텔라 선에센스 50ml,모든 피부,30800,1,56,100,유연|자외선차단|보습|장벽강화|미백|밀폐보습|주름개선|진정|항산화|피지흡착,"미백:나이아신아마이드, 자외선차단:디에칠아미노하이드록시벤조일헥실벤조에이트, 자외선차단:비스-에칠헥실옥시페놀메톡시페닐트리아진, 자외선차단:에칠헥실트리아존, 자외선차단:테레프탈릴리덴디캠퍼설포닉애씨드, 주름개선:아데노신",,N,0,84,8,14,3,8,4,7,2,1,0,1,0,0,8,0,0,1,아이소스테아릴아이소스테아레이트,0,Y
A000000225901,선크림,트러블레스,트러블레스 오일리스 마일드 워터 에어리 핏 선크림 77ml,모든 피부용,28000,1,33,94,유연|자외선차단|보습|장벽강화|피지조절|밀폐보습,"자외선차단:디에칠아미노하이드록시벤조일헥실벤조에이트, 자외선차단:비스-에칠헥실옥시페놀메톡시페닐트리아진, 자외선차단:에칠헥실살리실레이트, 자외선차단:에칠헥실트리아존",,N,0,94,6,6,1,3,0,0,0,0,2,0,0,0,10,0,0,0,,0,Y
A000000227068,선크림,유이크,[RIIZE은석PICK]유이크 바이옴 레미디 수분 선크림 50ml 기획 (보라 톤업선 20ml 증정),모든 피부용.,27000,2,79,100,유연|자외선차단|미백|밀폐보습|피지흡착|보습|주름개선|항산화|장벽강화,"미백:나이아신아마이드, 자외선차단:디에칠아미노하이드록시벤조일헥실벤조에이트, 자외선차단:메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀, 자외선차단:비스-에칠헥실옥시페놀메톡시페닐트리아진, 자외선차단:에칠헥실트리아존, 자외선차단:테레프탈릴리덴디캠퍼설포닉애씨드, 자외선차단:티타늄디옥사이드, 자외선차단:폴리실리콘-15, 주름개선:아데노신",그라눌로숨발효추출여과물 0.01%,N,0,96,8,16,3,3,0,3,3,2,0,2,0,0,13,0,0,1,미리스틱애씨드,0,Y
A000000228068,선크림,이지듀,[단독기획] 이지듀 멜라 비 토닝 유브이 선 세럼 40ml 2입 기획,모든 피부용,29900,1,68,99,자외선차단|밀폐보습|장벽강화|보습|미백|유연|진정|항산화|주름개선|각질제거|탄력|재생|피지조절,"미백:나이아신아마이드, 자외선차단:디에칠아미노하이드록시벤조일헥실벤조에이트, 자외선차단:비스-에칠헥실옥시페놀메톡시페닐트리아진, 자외선차단:옥토크릴렌, 자외선차단:페닐벤즈이미다졸설포닉애씨드, 자외선차단:호모살레이트, 주름개선:아데노신",,N,2,88,11,6,6,6,3,10,2,4,2,0,0,1,11,3,3,0,,3,N
A000000228575,선크림,바이오더마,바이오더마 시카비오 크림+ SPF 50+ 40ml,모든 피부 용,25500,1,37,97,유연|자외선차단|피지흡착|보습|각질제거|밀폐보습|주름개선|탄력|재생|항산화,"자외선차단:디에칠아미노하이드록시벤조일헥실벤조에이트, 자외선차단:부틸메톡시디벤조일메탄, 자외선차단:비스-에칠헥실옥시페놀메톡시페닐트리아진, 자외선차단:에칠헥실트리아존",,N,0,92,5,12,2,0,0,1,0,1,0,3,0,1,8,1,1,0,,0,Y
A000000229202,선크림,라비오뜨,라비오뜨 스킨 인핸서 콜라겐 톤 업 크림 40ml,모든 피부타입,16000,1,80,100,자외선차단|보습|장벽강화|유연|미백|피지흡착|항산화|밀폐보습|주름개선|피지조절|진정|각질제거,"미백:나이아신아마이드, 자외선차단:4-메칠벤질리덴캠퍼, 자외선차단:부틸메톡시디벤조일메탄, 자외선차단:에칠헥실메톡시신나메이트, 자외선차단:에칠헥실살리실레이트, 자외선차단:옥토크릴렌, 자외선차단:티타늄디옥사이드, 자외선차단:페닐벤즈이미다졸설포닉애씨드, 자외선차단:호모살레이트, 주름개선:아데노신",하이드롤라이즈드콜라겐추출물 0.1%; 콜라겐 0.01%,Y,0,90,19,15,3,9,7,12,2,1,2,2,0,2,16,0,0,0,,0,N
